,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1680,1680,4.0,0.4232,"row, leg, room, window, plane, space, exit, side, front, door","['light', 'show', 'point', 'partner', 'screen', 'console', 'hour', 'trip', 'hour', 'long_haul', 'flight', 'partner', 'think', 'bodybuilder', 'fat', 'seat', 'body', 'shape', 'staff', 'thing', 'screen', 'issue', 'compensation', 'lack', 'screen', 'way', 'mine', 'leg', 'room', 'seat', 'row', 'leg', 'loo', 'water', 'seat', 'row', 'aroma', 'area', 'virgin', 'long_haul']"
1681,1681,4.0,0.3659,"row, leg, room, window, plane, space, exit, side, front, door","['time', 'thomson', 'seat', 'leg', 'room', 'row', 'plane', 'seat', 'couple', 'move', 'drink', 'home', 'week', 'complaint', 'refund', 'seat', 'apology']"
1682,1682,3.0,0.3437,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'layout', 'lot', 'airline', 'class', 'seat', 'comfort', 'privacy', 'screen', 'bed', 'leg', 'side', 'board', 'pajama', 'amenity', 'clarin', 'food', 'lack', 'speciality', 'entertainment', 'lack', 'choice', 'cabin', 'crew', 'patient', 'lounge']"
1683,1683,3.0,0.3437,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'layout', 'lot', 'airline', 'class', 'seat', 'comfort', 'privacy', 'screen', 'bed', 'leg', 'side', 'board', 'pajama', 'amenity', 'clarin', 'food', 'lack', 'speciality', 'entertainment', 'lack', 'choice', 'cabin', 'crew', 'patient', 'lounge']"
1684,1684,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'coast', 'tigerair', 'boarding', 'plane', 'rear', 'row', 'row', 'travel']"
1685,1685,4.0,0.4065,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'coast', 'tigerair', 'boarding', 'plane', 'rear', 'row', 'row', 'travel']"
1686,1686,2.0,0.2672,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['flight', 'time', 'food', 'menu', 'money']"
1687,1687,4.0,0.2168,"row, leg, room, window, plane, space, exit, side, front, door","['verified_review', 'flight', 'review', 'budget', 'airline', 'treatment', 'staff', 'smile', 'flight']"
1688,1688,3.0,0.2122,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['service', 'budget', 'airline', 'flight', 'maldives', 'lot', 'budget', 'airline', 'blind', 'air', 'steward', 'stewardess', 'aisle']"
1689,1689,3.0,0.2877,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['part', 'repatriation', 'tc', 'flight', 'stewardess', 'plane', 'leg', 'room', 'economy', 'class', 'carrier', 'long_haul', 'flight', 'gripe', 'flight', 'entertainment', 'work', 'connection']"
1690,1690,4.0,0.3875,"row, leg, room, window, plane, space, exit, side, front, door","['fly', 'call', 'app', 'film', 'wifi', 'leg', 'space', 'plane']"
1691,1691,3.0,0.2877,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['part', 'repatriation', 'tc', 'flight', 'stewardess', 'plane', 'leg', 'room', 'economy', 'class', 'carrier', 'long_haul', 'flight', 'gripe', 'flight', 'entertainment', 'work', 'connection']"
1692,1692,4.0,0.3875,"row, leg, room, window, plane, space, exit, side, front, door","['fly', 'call', 'app', 'film', 'wifi', 'leg', 'space', 'plane']"
1693,1693,3.0,0.2811,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'round_trip', 'problem', 'plan', 'change']"
1694,1694,1.0,0.3351,"class, business, service, airline, food, seating, bed, experience, year, trip","['discount', 'class', 'flight', 'price', 'tag', 'legacy', 'carrier', 'night', 'check', 'hand', 'baggage', 'rule', 'pack', 'backpack', 'bag', 'plane', 'laptop', 'bag', 'accommodation', 'room', 'seat', 'passenger', 'room', 'snack', 'service', 'peace', 'bread', 'crew', 'airline', 'standard', 'plane', 'toilet', 'bus', 'loyalty', 'program', 'user', 'mile', 'book', 'reward', 'ticket', 'website', 'option', 'error', 'message', 'payment', 'page', 'recommended']"
1695,1695,3.0,0.2811,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'round_trip', 'problem', 'plan', 'change']"
1696,1696,1.0,0.3351,"class, business, service, airline, food, seating, bed, experience, year, trip","['discount', 'class', 'flight', 'price', 'tag', 'legacy', 'carrier', 'night', 'check', 'hand', 'baggage', 'rule', 'pack', 'backpack', 'bag', 'plane', 'laptop', 'bag', 'accommodation', 'room', 'seat', 'passenger', 'room', 'snack', 'service', 'peace', 'bread', 'crew', 'airline', 'standard', 'plane', 'toilet', 'bus', 'loyalty', 'program', 'user', 'mile', 'book', 'reward', 'ticket', 'website', 'option', 'error', 'message', 'payment', 'page', 'recommended']"
1697,1697,3.0,0.3513,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'seat', 'leg', 'boarding', 'economy', 'seat', 'steward', 'economy', 'seat', 'flight']"
1698,1698,4.0,0.2584,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'comfort', 'lounge', 'business', 'lounge', 'space', 'food', 'beverage', 'water', 'chair', 'coffee']"
1699,1699,2.0,0.2917,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['time', 'leg', 'room', 'seat', 'book', 'way', 'flight', 'seat', 'leg', 'room', 'word', 'stewardess', 'seat', 'refreshment', 'food', 'flight', 'home', 'time', 'dubrovnik', 'passenger', 'captain', 'experience', 'flight', 'home', 'air', 'steward', 'bit', 'find', 'time']"
1700,1700,3.0,0.2877,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'hrs', 'tuifly', 'plane', 'schedule', 'day', 'problem', 'airplane', 'hifly', 'year', 'seat', 'comfort', 'class', 'seat', 'economy', 'leg', 'space', 'seat', 'entertainment', 'food', 'airline']"
1701,1701,4.0,0.3163,"row, leg, room, window, plane, space, exit, side, front, door","['staff', 'plane', 'economy', 'comfort', 'concept', 'comfort', 'row', 'emergency', 'exit', 'row', 'space', 'food', 'drink', 'quality', 'flight', 'time', 'complaint']"
1702,1702,4.0,0.312,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'comfort', 'leg', 'space', 'airline', 'magazine', 'seat', 'position', 'leg', 'flight', 'hour', 'trip']"
1703,1703,4.0,0.3703,"row, leg, room, window, plane, space, exit, side, front, door","['staff', 'leg', 'room', 'seat', 'exit', 'seat', 'food', 'night', 'flight', 'plane', 'price']"
1704,1704,4.0,0.3758,"row, leg, room, window, plane, space, exit, side, front, door","['euro', 'emergency', 'exit', 'seat', 'leg', 'room', 'seat', 'leg', 'room', 'seat', 'passenger', 'hour', 'watch', 'people', 'coffee', 'breakfast', 'coffee']"
1705,1705,2.0,0.2621,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['leg', 'flight', 'min', 'compensation', 'nd', 'part', 'route', 'hr', 'flight', 'delay', 'luggage', 'value', 'airline']"
1706,1706,2.0,0.2621,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['leg', 'flight', 'min', 'compensation', 'nd', 'part', 'route', 'hr', 'flight', 'delay', 'luggage', 'value', 'airline']"
1707,1707,4.0,0.3231,"row, leg, room, window, plane, space, exit, side, front, door","['information', 'representative', 'delay', 'airline']"
1708,1708,4.0,0.2479,"row, leg, room, window, plane, space, exit, side, front, door","['frill', 'airline', 'time', 'airport', 'food', 'personnel', 'fare', 'way', 'half', 'round_trip']"
1709,1709,3.0,0.2824,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['food', 'flight', 'screen', 'seat', 'screen', 'ashgabat', 'hour', 'airport', 'facility', 'thing', 'time', 'ashgabat', 'time', 'minute', 'difference']"
1710,1710,3.0,0.2811,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['son', 'nhat', 'airline', 'use', 'airport', 'flight', 'hotline']"
1711,1711,3.0,0.3436,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'seat', 'configuration', 'group', 'middle', 'seat', 'premium', 'economy', 'plane', 'year', 'interior', 'seat', 'recline', 'flight', 'time', 'service', 'lunch', 'food', 'codfish', 'noodle', 'selection', 'flight', 'time', 'luggage', 'economy', 'return', 'value']"
1712,1712,2.0,0.3113,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['hour', 'flight', 'turn', 'seat', 'bed', 'business', 'class', 'time', 'sky', 'dinner', 'bed', 'refreshment', 'landing']"
1713,1713,1.0,0.3523,"class, business, service, airline, food, seating, bed, experience, year, trip","['queue', 'check', 'paris_cdg', 'sky_priority', 'counter', 'wequeue', 'business', 'class', 'passenger', 'chicken', 'fish', 'dish', 'reverse_herringbone', 'food', 'standard', 'sector', 'stopover', 'hour', 'food', 'chicken', 'noodle', 'soup', 'disappointment', 'plane', 'seat', 'sector', 'hour', 'business', 'class', 'seat', 'amenity', 'eye_shade', 'ear_plug', 'slipper', 'business', 'class', 'sector', 'slipper', 'flight', 'min', 'luggage', 'rate']"
1714,1714,3.0,0.3436,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'seat', 'configuration', 'group', 'middle', 'seat', 'premium', 'economy', 'plane', 'year', 'interior', 'seat', 'recline', 'flight', 'time', 'service', 'lunch', 'food', 'codfish', 'noodle', 'selection', 'flight', 'time', 'luggage', 'economy', 'return', 'value']"
1715,1715,2.0,0.3113,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['hour', 'flight', 'turn', 'seat', 'bed', 'business', 'class', 'time', 'sky', 'dinner', 'bed', 'refreshment', 'landing']"
1716,1716,1.0,0.3523,"class, business, service, airline, food, seating, bed, experience, year, trip","['queue', 'check', 'paris_cdg', 'sky_priority', 'counter', 'wequeue', 'business', 'class', 'passenger', 'chicken', 'fish', 'dish', 'reverse_herringbone', 'food', 'standard', 'sector', 'stopover', 'hour', 'food', 'chicken', 'noodle', 'soup', 'disappointment', 'plane', 'seat', 'sector', 'hour', 'business', 'class', 'seat', 'amenity', 'eye_shade', 'ear_plug', 'slipper', 'business', 'class', 'sector', 'slipper', 'flight', 'min', 'luggage', 'rate']"
1717,1717,4.0,0.2959,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'home', 'date', 'pm', 'pm', 'text', 'flight', 'time', 'hire', 'car', 'ring', 'virgin', 'flight', 'time', 'talk', 'flying', 'leave', 'hire', 'car', 'service', 'station', 'stress', 'level', 'roof']"
1718,1718,4.0,0.2959,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'home', 'date', 'pm', 'pm', 'text', 'flight', 'time', 'hire', 'car', 'ring', 'virgin', 'flight', 'time', 'talk', 'flying', 'leave', 'hire', 'car', 'service', 'station', 'stress', 'level', 'roof']"
1719,1719,1.0,0.5064,"class, business, service, airline, food, seating, bed, experience, year, trip","['virgin', 'preference', 'business', 'post', 'penny', 'pincher', 'dollar', 'price', 'business', 'class', 'lounge', 'boarding', 'cookie', 'box', 'dignity', 'qanta', 'business', 'lounge', 'service', 'customer', 'solution', 'recovery', 'beer', 'wine', 'quality', 'sandwich', 'cost', 'ticket', 'marketing', 'folk', 'accountant', 'wifi', 'business']"
1720,1720,1.0,0.3539,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'qantas', 'lounge', 'meal', 'business', 'lounge', 'meal', 'explanation', 'wonder', 'airline', 'resort']"
1721,1721,1.0,0.3659,"class, business, service, airline, food, seating, bed, experience, year, trip","['staff', 'thank', 'cabin', 'manager', 'service', 'upgrade', 'business', 'class', 'opportunity', 'officer', 'airline', 'day', 'service']"
1722,1722,1.0,0.3858,"class, business, service, airline, food, seating, bed, experience, year, trip","['saga', 'contact', 'centre', 'call', 'point', 'border', 'permit', 'cross', 'boarder', 'cabin', 'crew', 'incharge', 'guy', 'boat', 'food', 'lunch', 'business', 'class', 'check', 'agent', 'mention', 'business', 'class', 'baggage', 'collection']"
1723,1723,1.0,0.273,"class, business, service, airline, food, seating, bed, experience, year, trip","['booking', 'business', 'class', 'use', 'bed', 'seat', 'flight', 'notification', 'reason', 'flight', 'day', 'perth', 'book', 'night', 'baggage']"
1724,1724,3.0,0.3352,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['end', 'virgin', 'flight', 'complaint', 'months_ago', 'airline']"
1725,1725,4.0,0.26,"row, leg, room, window, plane, space, exit, side, front, door","['melbourne', 'flight', 'business', 'class', 'royalty', 'flight', 'attendant', 'food', 'allergy', 'seat', 'bag', 'slumber']"
1726,1726,1.0,0.2529,"class, business, service, airline, food, seating, bed, experience, year, trip","['queue', 'air_france', 'lounge', 'none', 'food', 'wine', 'bottle', 'wine', 'dinner', 'seat', 'leg', 'tunnel', 'turn', 'foot', 'leg', 'hour', 'hrs', 'transit', 'time', 'life']"
1727,1727,1.0,0.2529,"class, business, service, airline, food, seating, bed, experience, year, trip","['queue', 'air_france', 'lounge', 'none', 'food', 'wine', 'bottle', 'wine', 'dinner', 'seat', 'leg', 'tunnel', 'turn', 'foot', 'leg', 'hour', 'hrs', 'transit', 'time', 'life']"
1728,1728,4.0,0.2734,"row, leg, room, window, plane, space, exit, side, front, door","['vistara', 'flying', 'experience', 'facility', 'staff', 'luggage', 'thank']"
1729,1729,1.0,0.3949,"class, business, service, airline, food, seating, bed, experience, year, trip","['vistara', 'experience', 'care', 'hygiene', 'flight', 'time', 'bed', 'business', 'class', 'business', 'class', 'seat', 'screen', 'service', 'pandemic', 'morning', 'flight', 'breakfast', 'egg', 'bread', 'roll', 'fruit', 'side', 'hour', 'flight', 'course', 'pandemic', 'business', 'class', 'goody', 'towel', 'drink', 'time']"
1730,1730,4.0,0.3229,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'refund', 'ticket', 'budgetair']"
1731,1731,1.0,0.4797,"class, business, service, airline, food, seating, bed, experience, year, trip","['gold', 'tier', 'member', 'vistara', 'service', 'standard', 'yesterday', 'economy', 'class', 'upgrade', 'voucher', 'credit', 'card', 'company', 'class', 'airport', 'check', 'lady', 'voucher', 'business', 'class', 'voucher', 'call', 'ticketing', 'counter', 'check', 'seat', 'business', 'class', 'passenger', 'use', 'voucher', 'people', 'voucher', 'people', 'formality', 'boarding_passe', 'business', 'class', 'time', 'gentleman', 'business', 'class', 'counter', 'business', 'class', 'seat', 'crew', 'tell', 'seat', 'business', 'class', 'seat', 'people', 'seat', 'booking', 'case', 'people', 'seat', 'displeasure', 'sense', 'gold', 'tier', 'member', 'priority', 'use', 'voucher', 'seat', 'crew', 'priority', 'fare', 'customer', 'gentleman', 'business', 'class', 'seat', 'person', 'seat', 'business', 'class', 'offer', 'wife', 'check', 'airline', 'reply', 'today', 'lady', 'vistara', 'ground', 'staff', 'controller', 'upgrade', 'salt', 'wound', 'offer', 'discount', 'ticket', 'trip', 'word', 'attitude', 'crew', 'self', 'customer', 'charity', 'upgrade', 'voucher', 'membership', 'card', 'carrier']"
1732,1732,4.0,0.3806,"row, leg, room, window, plane, space, exit, side, front, door","['profit', 'aircraft', 'people', 'row', 'order', 'seat', 'time', 'seat', 'fee', 'family', 'row', 'aircraft', 'half', 'row', 'side', 'wife', 'row']"
1733,1733,4.0,0.3806,"row, leg, room, window, plane, space, exit, side, front, door","['profit', 'aircraft', 'people', 'row', 'order', 'seat', 'time', 'seat', 'fee', 'family', 'row', 'aircraft', 'half', 'row', 'side', 'wife', 'row']"
1734,1734,4.0,0.3899,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'scam', 'front', 'row', 'exit', 'row', 'space', 'seating', 'waste', 'money', 'airline', 'customer', 'service', 'airport', 'phone']"
1735,1735,3.0,0.3017,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['personnel', 'glass', 'water', 'payment', 'peanut', 'aircraft', 'maintenance', 'seat', 'support', 'move', 'reclining', 'seat', 'position', 'other', 'position', 'bottom', 'airline', 'dollar', 'bag', 'charge', 'service', 'agent', 'airline']"
1736,1736,2.0,0.2672,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['flight', 'volotea', 'flight', 'time', 'personnel', 'seat', 'price', 'airline']"
